**********************************************
* Logging started at ÖÜÈÕ 1ÔÂ 28 22:01:02 2024
* By flac3d Version 7.00 Release 126
* 
* 
* Job Title: 
**********************************************
flac3d>zone list stress range position-x 0 500 position-y 0 300 position-z 14.9 17.1
Zone total stress tensor.
     ID            XX            YY            ZZ            XY            YZ            XZ 
------- ------------- ------------- ------------- ------------- ------------- ------------- 
 172283 -1.904975e+07 -1.907914e+07 -1.546654e+07 -1.107296e+03 -2.790727e+01  7.870305e+00 
 172284 -1.904952e+07 -1.907904e+07 -1.546636e+07 -1.088107e+03  3.513545e+01 -6.693220e+01 
 172285 -1.904940e+07 -1.907891e+07 -1.546624e+07 -1.090825e+03  2.343690e+01 -8.854378e+01 
 172286 -1.904932e+07 -1.907890e+07 -1.546616e+07 -1.012647e+03  4.575073e+01 -1.751651e+01 
 172287 -1.904926e+07 -1.907871e+07 -1.546612e+07 -8.978537e+02  5.300783e+00 -4.393744e+01 
 172288 -1.904914e+07 -1.907874e+07 -1.546609e+07 -8.790350e+02 -7.519860e+01 -1.017651e+02 
 172289 -1.904904e+07 -1.907857e+07 -1.546605e+07 -7.457830e+02 -9.898456e+01 -9.218848e+01 
 172290 -1.904889e+07 -1.907853e+07 -1.546604e+07 -7.915776e+02 -1.323869e+02 -6.302201e+01 
 172291 -1.904869e+07 -1.907853e+07 -1.546603e+07 -5.535689e+02 -1.607017e+02 -6.976260e+01 
 172292 -1.904854e+07 -1.907847e+07 -1.546602e+07 -6.013550e+02 -1.766798e+02 -5.887677e+01 
 172293 -1.904847e+07 -1.907835e+07 -1.546602e+07 -4.202254e+02 -1.916832e+02 -3.175701e+01 
 172294 -1.904844e+07 -1.907816e+07 -1.546602e+07 -2.753489e+02 -2.162152e+02 -6.075526e+00 
 172295 -1.904825e+07 -1.907818e+07 -1.546603e+07 -3.088852e+02 -1.986620e+02 -9.950893e-01 
 172296 -1.904805e+07 -1.907804e+07 -1.546604e+07 -7.065465e+01 -1.892461e+02  4.633601e+01 
 172297 -1.904803e+07 -1.907793e+07 -1.546604e+07 -6.445673e+01 -1.965163e+02  9.911528e+01 
 172298 -1.904804e+07 -1.907778e+07 -1.546602e+07  1.692983e+01 -1.649849e+02  1.215011e+02 
 172299 -1.904800e+07 -1.907768e+07 -1.546604e+07  1.155114e+02 -1.881473e+02  1.493262e+02 
 172300 -1.904793e+07 -1.907729e+07 -1.546609e+07  2.273680e+02 -1.984289e+02  1.612054e+02 
 172301 -1.904785e+07 -1.907726e+07 -1.546609e+07  3.601291e+02 -1.895036e+02  1.842757e+02 
 172302 -1.904779e+07 -1.907699e+07 -1.546610e+07  5.115549e+02 -2.170998e+02  1.951685e+02 
 172303 -1.904778e+07 -1.907684e+07 -1.546608e+07  5.874184e+02 -2.315544e+02  2.988538e+02 
 172304 -1.904772e+07 -1.907674e+07 -1.546605e+07  6.487706e+02 -2.345200e+02  2.603209e+02 
 172305 -1.904770e+07 -1.907641e+07 -1.546607e+07  5.205950e+02 -2.603731e+02  1.128967e+02 
 172306 -1.904769e+07 -1.907619e+07 -1.546608e+07  7.777225e+02 -2.565834e+02  2.062524e+02 
 172307 -1.904766e+07 -1.907619e+07 -1.546605e+07  8.499238e+02 -2.231359e+02  2.983533e+02 
 172308 -1.904766e+07 -1.907591e+07 -1.546600e+07  8.831288e+02 -2.161822e+02  1.721841e+02 
 172309 -1.904746e+07 -1.907562e+07 -1.546596e+07  9.716212e+02 -2.932939e+02  1.377685e+02 
 172310 -1.904735e+07 -1.907541e+07 -1.546597e+07  9.857737e+02 -3.200745e+02  1.816097e+02 
 172311 -1.904736e+07 -1.907497e+07 -1.546599e+07  1.044381e+03 -3.221493e+02  1.616162e+02 
 172312 -1.904739e+07 -1.907489e+07 -1.546592e+07  1.258622e+03 -2.747594e+02  1.380822e+02 
 172313 -1.904733e+07 -1.907468e+07 -1.546586e+07  1.225230e+03 -2.607716e+02  1.192837e+01 
 172314 -1.904731e+07 -1.907434e+07 -1.546587e+07  1.294783e+03 -2.870961e+02 -7.811051e+01 
 172315 -1.904727e+07 -1.907416e+07 -1.546585e+07  1.265710e+03 -3.479102e+02 -4.739707e+01 
 172316 -1.904719e+07 -1.907369e+07 -1.546564e+07  1.319229e+03 -3.144032e+02  6.958034e+01 
 172317 -1.904732e+07 -1.907339e+07 -1.546439e+07  1.344891e+03 -7.438336e+01  3.218938e+02 
 172318 -1.904750e+07 -1.907335e+07 -1.546326e+07  1.424606e+03 -3.681899e+02  5.576976e+02 
 172319 -1.904763e+07 -1.907300e+07 -1.546316e+07  1.172593e+03 -3.703918e+02  6.325196e+02 
 172320 -1.904759e+07 -1.907277e+07 -1.546317e+07  1.274045e+03 -3.167315e+02  6.304726e+02 
 172433 -1.905269e+07 -1.907895e+07 -1.546631e+07 -5.309278e+01 -4.524472e+00  1.893841e+01 
 172434 -1.905269e+07 -1.907894e+07 -1.546628e+07 -1.402978e+02 -3.153436e+01  2.061325e+01 
 172435 -1.905264e+07 -1.907894e+07 -1.546627e+07 -1.589603e+02 -4.158797e+01 -2.817816e+00 
 172436 -1.905259e+07 -1.907892e+07 -1.546626e+07 -2.937277e+02 -4.945110e+01 -3.254444e+01 
 172437 -1.905255e+07 -1.907890e+07 -1.546626e+07 -3.688036e+02 -3.863286e+01 -2.805978e+01 
 172438 -1.905248e+07 -1.907895e+07 -1.546624e+07 -4.333871e+02 -3.019956e+01 -3.378605e+01 
 172439 -1.905238e+07 -1.907896e+07 -1.546621e+07 -5.077821e+02 -2.603046e+01 -3.929495e+01 
 172440 -1.905229e+07 -1.907895e+07 -1.546616e+07 -5.609586e+02 -1.739701e+01 -1.167630e+01 
 172441 -1.905219e+07 -1.907900e+07 -1.546610e+07 -6.262301e+02 -2.129749e+01  3.388236e+01 
 172442 -1.905210e+07 -1.907892e+07 -1.546603e+07 -6.840743e+02 -2.449200e+01  9.314557e+00 
 172443 -1.905195e+07 -1.907897e+07 -1.546594e+07 -8.063170e+02  1.555507e+01  2.927851e+01 
 172444 -1.905180e+07 -1.907907e+07 -1.546582e+07 -7.943778e+02  7.648461e+01  8.524224e+01 
 172445 -1.905164e+07 -1.907898e+07 -1.546568e+07 -8.812157e+02  1.024115e+02  3.912879e+01 
 172446 -1.905142e+07 -1.907890e+07 -1.546548e+07 -8.779414e+02  7.849167e+01  1.428838e+01 
 172447 -1.905134e+07 -1.907885e+07 -1.546528e+07 -8.630181e+02  2.351650e+01  1.522833e+01 
 172448 -1.905126e+07 -1.907875e+07 -1.546410e+07 -9.628425e+02  1.624543e+01  1.908178e+01 
 172449 -1.905110e+07 -1.907686e+07 -1.546801e+07 -1.028478e+03 -3.283704e+03  2.957752e+01 
 172450 -1.905292e+07 -1.909029e+07 -1.540040e+07 -1.023688e+03  1.749121e+04  2.115887e+01 
 172451 -1.905092e+07 -1.907948e+07 -1.546210e+07 -9.722170e+02 -3.035391e+04  4.710304e+01 
 172452 -1.904882e+07 -1.906741e+07 -1.552742e+07 -1.110833e+03  1.658184e+04  6.118493e+01 
 172453 -1.905030e+07 -1.908100e+07 -1.546491e+07 -1.054395e+03 -2.811942e+03 -2.176182e+01 
 172454 -1.905003e+07 -1.907914e+07 -1.546744e+07 -1.038981e+03 -1.395248e+02 -8.270244e+01 
 172455 -1.904990e+07 -1.907913e+07 -1.546655e+07 -1.056499e+03 -3.046172e+01 -3.775035e+01 
 172456 -1.904983e+07 -1.907893e+07 -1.546638e+07 -1.078580e+03  2.459059e+01 -4.326218e+01 
 172457 -1.904963e+07 -1.907888e+07 -1.546624e+07 -1.018813e+03  1.402617e+01 -7.036163e+01 
 172458 -1.904937e+07 -1.907874e+07 -1.546618e+07 -8.741518e+02  1.808882e+01 -6.404357e+01 
 172459 -1.904921e+07 -1.907873e+07 -1.546613e+07 -8.240851e+02 -5.200300e+01 -1.963885e+01 
 172460 -1.904912e+07 -1.907869e+07 -1.546607e+07 -8.077469e+02 -1.179863e+02 -2.627371e+01 
 172461 -1.904907e+07 -1.907854e+07 -1.546604e+07 -7.297632e+02 -1.576787e+02 -1.152538e+02 
 172462 -1.904893e+07 -1.907848e+07 -1.546603e+07 -6.826293e+02 -1.753505e+02 -8.465142e+01 
 172463 -1.904885e+07 -1.907857e+07 -1.546602e+07 -5.910689e+02 -1.731448e+02 -9.864839e+01 
 172464 -1.904879e+07 -1.907832e+07 -1.546601e+07 -5.624073e+02 -2.215696e+02 -1.448247e+02 
 172465 -1.904864e+07 -1.907826e+07 -1.546602e+07 -4.893349e+02 -2.312332e+02 -7.187615e+01 
 172466 -1.904859e+07 -1.907807e+07 -1.546604e+07 -3.420156e+02 -2.353934e+02 -4.879010e+01 
 172467 -1.904851e+07 -1.907798e+07 -1.546604e+07 -2.837716e+02 -2.437636e+02 -6.605441e+01 
 172468 -1.904842e+07 -1.907794e+07 -1.546603e+07 -1.193734e+02 -2.688070e+02 -5.463988e+00 
 172469 -1.904837e+07 -1.907785e+07 -1.546602e+07 -1.245820e+02 -2.813070e+02  2.145984e+01 
 172470 -1.904831e+07 -1.907762e+07 -1.546603e+07  4.761259e+01 -2.541944e+02  2.926429e+01 
 172471 -1.904819e+07 -1.907759e+07 -1.546604e+07  1.087769e+02 -2.600872e+02  6.655306e+01 
 172472 -1.904807e+07 -1.907724e+07 -1.546606e+07  2.718607e+02 -2.668335e+02  8.657766e+01 
 172473 -1.904806e+07 -1.907712e+07 -1.546607e+07  3.055002e+02 -2.236258e+02  1.691473e+02 
 172474 -1.904810e+07 -1.907692e+07 -1.546608e+07  4.654679e+02 -2.131438e+02  2.363411e+02 
 172475 -1.904803e+07 -1.907677e+07 -1.546607e+07  5.587953e+02 -2.277856e+02  2.371312e+02 
 172476 -1.904800e+07 -1.907664e+07 -1.546600e+07  7.370831e+02 -2.140722e+02  1.308969e+02 
 172477 -1.904797e+07 -1.907641e+07 -1.546599e+07  5.922289e+02 -2.270143e+02  3.264131e+01 
 172478 -1.904791e+07 -1.907618e+07 -1.546600e+07  8.018045e+02 -2.361341e+02  1.081986e+02 
 172479 -1.904786e+07 -1.907604e+07 -1.546600e+07  8.314918e+02 -2.708781e+02  1.706712e+02 
 172480 -1.904774e+07 -1.907585e+07 -1.546596e+07  9.215748e+02 -2.125252e+02  5.231961e+01 
 172481 -1.904770e+07 -1.907568e+07 -1.546592e+07  1.058893e+03 -2.655616e+02  5.920425e+01 
 172482 -1.904762e+07 -1.907523e+07 -1.546592e+07  1.138198e+03 -2.852385e+02  6.836510e+01 
 172483 -1.904759e+07 -1.907485e+07 -1.546587e+07  1.039719e+03 -2.480031e+02  4.019452e+01 
 172484 -1.904766e+07 -1.907491e+07 -1.546506e+07  1.129023e+03 -6.010735e+01  1.985346e+02 
 172485 -1.904780e+07 -1.907467e+07 -1.546375e+07  1.166032e+03 -8.575111e+01  4.066902e+02 
 172486 -1.904782e+07 -1.907441e+07 -1.546318e+07  1.229057e+03 -2.325943e+02  5.722452e+02 
 172487 -1.904781e+07 -1.907422e+07 -1.546313e+07  1.153468e+03 -2.645789e+02  6.092758e+02 
 172488 -1.904789e+07 -1.907378e+07 -1.546312e+07  1.230724e+03 -2.186297e+02  5.264861e+02 
 172489 -1.904786e+07 -1.907354e+07 -1.546319e+07  1.196524e+03 -2.185222e+02 -3.257859e+01 
 172490 -1.904796e+07 -1.907319e+07 -1.546326e+07  1.212074e+03 -2.514123e+02 -5.858237e+02 
 172491 -1.904794e+07 -1.907299e+07 -1.546331e+07  1.107157e+03 -2.177649e+02 -6.563220e+02 
 172492 -1.904778e+07 -1.907278e+07 -1.546338e+07  1.291888e+03 -2.083874e+02 -6.221665e+02 
 172605 -1.905270e+07 -1.907899e+07 -1.546632e+07 -3.983908e+01 -2.380536e+00  1.838137e+00 
 172606 -1.905265e+07 -1.907898e+07 -1.546628e+07 -1.203467e+02 -3.725765e+01 -4.711529e+00 
 172607 -1.905266e+07 -1.907897e+07 -1.546627e+07 -1.458322e+02 -5.095599e+01 -7.275606e-01 
 172608 -1.905264e+07 -1.907896e+07 -1.546626e+07 -2.559762e+02 -6.095790e+01 -3.655094e+01 
 172609 -1.905252e+07 -1.907892e+07 -1.546626e+07 -2.985347e+02 -5.090483e+01 -7.742130e+01 
 172610 -1.905244e+07 -1.907896e+07 -1.546624e+07 -3.872020e+02 -5.146743e+01 -7.947691e+01 
 172611 -1.905239e+07 -1.907897e+07 -1.546621e+07 -3.930588e+02 -5.507604e+01 -5.082901e+01 
 172612 -1.905227e+07 -1.907900e+07 -1.546617e+07 -4.605490e+02 -3.971405e+01 -2.351357e+01 
 172613 -1.905220e+07 -1.907901e+07 -1.546610e+07 -5.208692e+02 -3.649950e+01  2.216066e+01 
 172614 -1.905211e+07 -1.907894e+07 -1.546603e+07 -5.927712e+02 -2.083868e+01  3.598072e+01 
 172615 -1.905191e+07 -1.907901e+07 -1.546595e+07 -6.771987e+02 -3.349512e+00  6.426070e+01 
 172616 -1.905173e+07 -1.907904e+07 -1.546585e+07 -6.631655e+02  2.537857e+01  8.141169e+01 
 172617 -1.905166e+07 -1.907900e+07 -1.546570e+07 -6.552230e+02  6.562742e+01  2.960913e+01 
 172618 -1.905154e+07 -1.907891e+07 -1.546550e+07 -6.401417e+02  8.143965e+01  8.185987e+00 
 172619 -1.905136e+07 -1.907878e+07 -1.546529e+07 -7.090816e+02  1.543365e+01  2.217229e+01 
 172620 -1.905134e+07 -1.907877e+07 -1.546412e+07 -8.014239e+02  1.529816e+01  3.694273e+01 
 172621 -1.905109e+07 -1.907685e+07 -1.546805e+07 -8.796234e+02 -3.285481e+03  4.409073e+01 
 172622 -1.905286e+07 -1.909022e+07 -1.540047e+07 -8.876549e+02  1.750205e+04  3.847456e+01 
 172623 -1.905094e+07 -1.907951e+07 -1.546215e+07 -9.152969e+02 -3.035990e+04  8.720606e+00 
 172624 -1.904892e+07 -1.906728e+07 -1.552747e+07 -9.611681e+02  1.656790e+04  2.259234e+01 
 172625 -1.905056e+07 -1.908097e+07 -1.546494e+07 -9.242857e+02 -2.804053e+03  2.191015e+01 
 172626 -1.905037e+07 -1.907908e+07 -1.546745e+07 -9.467283e+02 -1.680586e+02 -5.525548e+01 
 172627 -1.905016e+07 -1.907902e+07 -1.546656e+07 -9.827331e+02 -1.612978e+01 -5.235549e+01 
 172628 -1.904991e+07 -1.907886e+07 -1.546640e+07 -8.973040e+02  4.353319e+01 -6.972513e+01 
 172629 -1.904976e+07 -1.907881e+07 -1.546626e+07 -9.007204e+02 -1.199963e+00 -9.394937e+01 
 172630 -1.904973e+07 -1.907867e+07 -1.546618e+07 -8.730818e+02  2.319523e+01 -8.253303e+01 
 172631 -1.904958e+07 -1.907867e+07 -1.546613e+07 -7.973877e+02 -3.839202e+01 -5.826076e+01 
 172632 -1.904935e+07 -1.907861e+07 -1.546608e+07 -7.442903e+02 -1.035326e+02 -3.092726e+01 
 172633 -1.904921e+07 -1.907851e+07 -1.546604e+07 -6.653863e+02 -1.439671e+02 -1.577787e+02 
 172634 -1.904902e+07 -1.907850e+07 -1.546605e+07 -5.529739e+02 -1.979517e+02 -1.522463e+02 
 172635 -1.904886e+07 -1.907850e+07 -1.546604e+07 -5.388267e+02 -2.071542e+02 -7.860618e+01 
 172636 -1.904886e+07 -1.907823e+07 -1.546602e+07 -4.379082e+02 -2.416093e+02 -8.904628e+01 
 172637 -1.904878e+07 -1.907824e+07 -1.546604e+07 -3.728836e+02 -2.643657e+02  2.998905e-01 
 172638 -1.904866e+07 -1.907794e+07 -1.546607e+07 -2.659994e+02 -2.489040e+02  1.354954e+01 
 172639 -1.904862e+07 -1.907791e+07 -1.546606e+07 -2.617356e+02 -2.640545e+02 -4.737682e+01 
 172640 -1.904856e+07 -1.907776e+07 -1.546603e+07 -8.981548e+01 -2.935523e+02 -3.345159e+01 
 172641 -1.904842e+07 -1.907772e+07 -1.546603e+07 -6.405799e+01 -3.025839e+02 -1.047191e+01 
 172642 -1.904824e+07 -1.907752e+07 -1.546605e+07  9.997582e+01 -2.769538e+02  2.436246e+01 
 172643 -1.904821e+07 -1.907744e+07 -1.546604e+07  1.437521e+02 -2.651534e+02  3.958766e+01 
 172644 -1.904826e+07 -1.907726e+07 -1.546602e+07  3.037674e+02 -2.319714e+02  3.002077e+01 
 172645 -1.904815e+07 -1.907706e+07 -1.546603e+07  2.906121e+02 -2.403363e+02  1.109019e+02 
 172646 -1.904807e+07 -1.907691e+07 -1.546605e+07  3.794254e+02 -2.729873e+02  1.717182e+02 
 172647 -1.904806e+07 -1.907664e+07 -1.546608e+07  5.197996e+02 -2.369097e+02  9.792443e+01 
 172648 -1.904799e+07 -1.907650e+07 -1.546602e+07  6.015063e+02 -1.344988e+02  3.880143e+01 
 172649 -1.904794e+07 -1.907637e+07 -1.546596e+07  5.614870e+02 -1.885096e+02 -4.516261e+00 
 172650 -1.904788e+07 -1.907619e+07 -1.546596e+07  8.123460e+02 -2.003229e+02 -4.052505e+01 
 172651 -1.904790e+07 -1.907598e+07 -1.546587e+07  7.997436e+02 -2.040284e+02  9.979717e+01 
 172652 -1.904804e+07 -1.907586e+07 -1.546465e+07  8.379693e+02  6.204434e+01  3.899397e+02 
 172653 -1.904816e+07 -1.907560e+07 -1.546337e+07  1.012327e+03 -1.740367e+02  6.049443e+02 
 172654 -1.904833e+07 -1.907527e+07 -1.546317e+07  1.028752e+03 -2.213109e+02  6.626360e+02 
 172655 -1.904840e+07 -1.907500e+07 -1.546312e+07  8.936961e+02 -2.068358e+02  6.264387e+02 
 172656 -1.904828e+07 -1.907493e+07 -1.546315e+07  1.028481e+03 -2.137915e+02  2.035653e+02 
 172657 -1.904824e+07 -1.907459e+07 -1.546319e+07  9.830796e+02 -2.162405e+02 -3.557704e+02 
 172658 -1.904820e+07 -1.907439e+07 -1.546323e+07  1.189253e+03 -1.927083e+02 -6.997217e+02 
 172659 -1.904821e+07 -1.907409e+07 -1.546328e+07  1.073414e+03 -1.598643e+02 -7.256214e+02 
 172660 -1.904815e+07 -1.907382e+07 -1.546349e+07  1.253034e+03 -1.582812e+02 -5.608900e+02 
 172661 -1.904793e+07 -1.907351e+07 -1.546475e+07  1.294358e+03 -4.092886e+02 -2.211284e+02 
 172662 -1.904780e+07 -1.907311e+07 -1.546589e+07  1.161430e+03 -1.599847e+02  1.033869e+02 
 172663 -1.904770e+07 -1.907284e+07 -1.546599e+07  1.194112e+03 -1.034003e+02  8.318598e+01 
 172664 -1.904762e+07 -1.907258e+07 -1.546599e+07  1.303420e+03 -1.030285e+02  1.603167e+01 
 172777 -1.905265e+07 -1.907902e+07 -1.546634e+07 -2.234157e+01 -8.095105e-02 -1.435843e+01 
 172778 -1.905261e+07 -1.907902e+07 -1.546629e+07 -7.892883e+01 -3.279666e+01 -5.223995e+01 
 172779 -1.905259e+07 -1.907900e+07 -1.546629e+07 -1.555369e+02 -4.923031e+01 -5.427007e+01 
 172780 -1.905257e+07 -1.907898e+07 -1.546627e+07 -1.907741e+02 -6.741394e+01 -6.176732e+01 
 172781 -1.905251e+07 -1.907895e+07 -1.546627e+07 -2.300763e+02 -7.707985e+01 -8.681575e+01 
 172782 -1.905242e+07 -1.907895e+07 -1.546625e+07 -3.365385e+02 -7.644261e+01 -5.152789e+01 
 172783 -1.905232e+07 -1.907900e+07 -1.546622e+07 -3.446491e+02 -7.189861e+01 -1.850795e+01 
 172784 -1.905222e+07 -1.907900e+07 -1.546619e+07 -3.944425e+02 -6.843382e+01 -9.813896e+00 
 172785 -1.905216e+07 -1.907900e+07 -1.546613e+07 -4.802485e+02 -5.682786e+01 -3.436932e+00 
 172786 -1.905205e+07 -1.907899e+07 -1.546605e+07 -4.356895e+02 -1.950037e+01  3.030330e+01 
 172787 -1.905189e+07 -1.907903e+07 -1.546597e+07 -5.047198e+02  1.260234e+01  1.002724e+02 
 172788 -1.905179e+07 -1.907897e+07 -1.546587e+07 -5.759578e+02  5.176521e+01  7.369895e+01 
 172789 -1.905169e+07 -1.907898e+07 -1.546573e+07 -6.207842e+02  8.278999e+01  2.949592e+01 
 172790 -1.905165e+07 -1.907893e+07 -1.546552e+07 -5.365394e+02  1.031212e+02  3.911002e+01 
 172791 -1.905154e+07 -1.907875e+07 -1.546530e+07 -5.970989e+02 -1.002349e+01  2.015777e+01 
 172792 -1.905139e+07 -1.907878e+07 -1.546411e+07 -7.181238e+02 -4.739436e+01 -2.334851e+00 
 172793 -1.905120e+07 -1.907686e+07 -1.546805e+07 -7.157481e+02 -3.298958e+03  5.387177e+01 
 172794 -1.905305e+07 -1.909021e+07 -1.540047e+07 -8.192059e+02  1.753967e+04  1.120219e+02 
 172795 -1.905106e+07 -1.907952e+07 -1.546215e+07 -7.070388e+02 -3.035153e+04  7.480915e+01 
 172796 -1.904895e+07 -1.906722e+07 -1.552750e+07 -8.653563e+02  1.647476e+04  2.614409e+01 
 172797 -1.905057e+07 -1.908093e+07 -1.546499e+07 -8.871692e+02 -2.878813e+03 -1.236853e+01 
 172798 -1.905052e+07 -1.907904e+07 -1.546750e+07 -8.043343e+02 -1.694902e+02 -3.805927e+01 
 172799 -1.905045e+07 -1.907883e+07 -1.546660e+07 -7.790951e+02 -2.609378e+01 -4.228948e+01 
 172800 -1.905026e+07 -1.907884e+07 -1.546641e+07 -7.887179e+02 -2.271265e-01 -1.095347e+02 
 172801 -1.905004e+07 -1.907874e+07 -1.546629e+07 -7.963569e+02 -1.975242e+01 -1.311462e+02 
 172802 -1.904978e+07 -1.907871e+07 -1.546622e+07 -7.595774e+02  4.015601e+01 -1.284604e+02 
 172803 -1.904958e+07 -1.907857e+07 -1.546618e+07 -6.560778e+02 -1.998494e+00 -1.157849e+02 
 172804 -1.904943e+07 -1.907853e+07 -1.546613e+07 -6.745799e+02 -6.871477e+01 -2.160281e+01 
 172805 -1.904928e+07 -1.907849e+07 -1.546608e+07 -6.417461e+02 -9.513347e+01 -7.752707e+01 
 172806 -1.904920e+07 -1.907846e+07 -1.546606e+07 -4.864415e+02 -1.219583e+02 -1.430084e+02 
 172807 -1.904910e+07 -1.907834e+07 -1.546606e+07 -4.584474e+02 -1.611538e+02 -1.360586e+02 
 172808 -1.904898e+07 -1.907824e+07 -1.546604e+07 -4.460151e+02 -1.948446e+02 -1.201792e+02 
 172809 -1.904890e+07 -1.907811e+07 -1.546605e+07 -2.642409e+02 -2.350214e+02 -3.363257e+01 
 172810 -1.904882e+07 -1.907794e+07 -1.546607e+07 -2.252968e+02 -2.487183e+02  2.642877e+00 
 172811 -1.904873e+07 -1.907784e+07 -1.546607e+07 -2.344201e+02 -2.991069e+02 -1.921694e+01 
 172812 -1.904859e+07 -1.907763e+07 -1.546603e+07 -4.354719e+01 -2.933096e+02  1.576267e+01 
 172813 -1.904853e+07 -1.907756e+07 -1.546601e+07 -8.708999e+01 -2.766724e+02  3.503852e+01 
 172814 -1.904859e+07 -1.907738e+07 -1.546605e+07  1.229453e+02 -2.894540e+02  9.867916e+00 
 172815 -1.904848e+07 -1.907732e+07 -1.546608e+07  1.304533e+02 -3.006433e+02  1.450054e+01 
 172816 -1.904819e+07 -1.907727e+07 -1.546604e+07  3.584414e+02 -2.462523e+02 -2.923727e+01 
 172817 -1.904820e+07 -1.907703e+07 -1.546600e+07  2.623907e+02 -2.750635e+02 -3.938633e+01 
 172818 -1.904828e+07 -1.907695e+07 -1.546599e+07  3.944950e+02 -2.575378e+02 -8.513193e+00 
 172819 -1.904825e+07 -1.907656e+07 -1.546579e+07  4.747259e+02 -1.879809e+02  4.592120e+01 
 172820 -1.904845e+07 -1.907648e+07 -1.546448e+07  4.570581e+02  6.600160e+01  3.643718e+02 
 172821 -1.904859e+07 -1.907636e+07 -1.546326e+07  4.422890e+02 -1.892344e+02  6.278425e+02 
 172822 -1.904853e+07 -1.907621e+07 -1.546316e+07  6.702618e+02 -2.365138e+02  6.774614e+02 
 172823 -1.904846e+07 -1.907606e+07 -1.546314e+07  6.673149e+02 -2.610186e+02  6.503686e+02 
 172824 -1.904849e+07 -1.907577e+07 -1.546318e+07  7.183541e+02 -2.354546e+02  6.364315e+01 
 172825 -1.904865e+07 -1.907549e+07 -1.546326e+07  8.726668e+02 -2.419139e+02 -5.695999e+02 
 172826 -1.904860e+07 -1.907527e+07 -1.546329e+07  9.416907e+02 -2.862389e+02 -6.811855e+02 
 172827 -1.904833e+07 -1.907508e+07 -1.546330e+07  9.512368e+02 -2.722807e+02 -6.281133e+02 
 172828 -1.904821e+07 -1.907477e+07 -1.546407e+07  1.000209e+03 -3.856366e+02 -3.932010e+02 
 172829 -1.904804e+07 -1.907454e+07 -1.546534e+07  1.032759e+03 -2.888209e+02 -2.558178e+01 
 172830 -1.904790e+07 -1.907419e+07 -1.546592e+07  1.131348e+03 -1.641530e+02  5.828804e+01 
 172831 -1.904784e+07 -1.907400e+07 -1.546600e+07  9.633808e+02 -1.913153e+02  4.197460e+01 
 172832 -1.904779e+07 -1.907370e+07 -1.546600e+07  1.161756e+03 -2.147201e+02  1.593970e+01 
 172833 -1.904793e+07 -1.907333e+07 -1.546599e+07  1.249701e+03 -2.504517e+02 -2.391686e+01 
 172834 -1.904795e+07 -1.907316e+07 -1.546597e+07  1.228728e+03 -2.033150e+02  3.514420e+00 
 172835 -1.904795e+07 -1.907279e+07 -1.546594e+07  1.242178e+03 -1.564804e+02 -1.598721e+02 
 172836 -1.904811e+07 -1.907241e+07 -1.546594e+07  1.258156e+03 -1.205669e+02 -2.071298e+02 
 172949 -1.905258e+07 -1.907904e+07 -1.546635e+07 -1.198184e+01  1.138213e+00 -6.342880e+01 
 172950 -1.905258e+07 -1.907905e+07 -1.546630e+07 -5.285591e+01 -2.665510e+01 -7.544491e+01 
 172951 -1.905255e+07 -1.907901e+07 -1.546630e+07 -1.281954e+02 -4.129822e+01 -6.996528e+01 
 172952 -1.905253e+07 -1.907901e+07 -1.546629e+07 -1.650256e+02 -5.350104e+01 -6.423721e+01 
 172953 -1.905248e+07 -1.907898e+07 -1.546628e+07 -1.703018e+02 -7.901090e+01 -8.822153e+01 
 172954 -1.905241e+07 -1.907895e+07 -1.546626e+07 -2.834455e+02 -9.105792e+01 -4.172907e+01 
 172955 -1.905236e+07 -1.907902e+07 -1.546623e+07 -2.918554e+02 -7.000708e+01 -1.449755e+00 
 172956 -1.905228e+07 -1.907900e+07 -1.546619e+07 -3.135924e+02 -6.099031e+01 -1.423299e+01 
 172957 -1.905219e+07 -1.907897e+07 -1.546614e+07 -4.539541e+02 -5.912625e+01 -2.119279e+01 
 172958 -1.905210e+07 -1.907898e+07 -1.546606e+07 -3.319163e+02 -2.806548e+01  1.060618e+00 
 172959 -1.905197e+07 -1.907900e+07 -1.546598e+07 -3.832405e+02  1.901213e+01  8.466552e+01 
 172960 -1.905189e+07 -1.907900e+07 -1.546587e+07 -4.591233e+02  7.321390e+01  6.346661e+01 
 172961 -1.905177e+07 -1.907896e+07 -1.546573e+07 -4.811709e+02  9.815302e+01 -7.834163e+00 
 172962 -1.905166e+07 -1.907892e+07 -1.546552e+07 -4.998707e+02  1.190923e+02  1.766783e+01 
 172963 -1.905164e+07 -1.907877e+07 -1.546528e+07 -4.861893e+02  3.309133e+01  3.762119e+01 
 172964 -1.905151e+07 -1.907871e+07 -1.546411e+07 -5.748883e+02 -1.400441e+01  2.603229e+01 
 172965 -1.905134e+07 -1.907683e+07 -1.546805e+07 -6.448680e+02 -3.300083e+03  6.742893e+01 
 172966 -1.905318e+07 -1.909020e+07 -1.540046e+07 -6.307079e+02  1.750190e+04  1.149643e+02 
 172967 -1.905119e+07 -1.907951e+07 -1.546214e+07 -5.808730e+02 -3.039911e+04  1.123298e+02 
 172968 -1.904914e+07 -1.906728e+07 -1.552750e+07 -6.774098e+02  1.643840e+04  8.218356e+01 
