**********************************************
* Logging started at ÖÜÈÕ 1ÔÂ 28 22:01:02 2024
* By flac3d Version 7.00 Release 126
* 
* 
* Job Title: 
**********************************************
flac3d>zone list stress range position-x 0 500 position-y 0 300 position-z 14.9 17.1
Zone total stress tensor.
     ID            XX            YY            ZZ            XY            YZ            XZ 
------- ------------- ------------- ------------- ------------- ------------- ------------- 
 166965 -1.905062e+07 -1.908050e+07 -1.548739e+07 -1.652419e+03  3.160357e+02  2.921225e+03 
 166966 -1.905012e+07 -1.908074e+07 -1.548784e+07 -1.488638e+03  1.149941e+02  2.996197e+03 
 166967 -1.904939e+07 -1.908126e+07 -1.548824e+07 -2.171597e+03 -1.474272e+01  3.171540e+03 
 166968 -1.904859e+07 -1.908138e+07 -1.548857e+07 -1.853249e+03 -2.373399e+01  3.537247e+03 
 166969 -1.904777e+07 -1.908181e+07 -1.548874e+07 -1.531787e+03 -9.847327e+01  3.667224e+03 
 166970 -1.904644e+07 -1.908219e+07 -1.548877e+07 -1.267671e+03 -2.845211e+02  3.868694e+03 
 166971 -1.904516e+07 -1.908235e+07 -1.548872e+07 -9.350566e+02 -3.958218e+02  4.129255e+03 
 166972 -1.904449e+07 -1.908241e+07 -1.548856e+07  1.375847e+02 -4.913225e+02  3.987737e+03 
 166973 -1.904372e+07 -1.908220e+07 -1.548833e+07  1.111869e+03 -5.491375e+02  3.569468e+03 
 166974 -1.904333e+07 -1.908192e+07 -1.548802e+07  2.089514e+03 -5.430835e+02  3.669912e+03 
 166975 -1.904302e+07 -1.908133e+07 -1.548769e+07  2.609409e+03 -6.220044e+02  3.808357e+03 
 166976 -1.904276e+07 -1.908065e+07 -1.548745e+07  3.471156e+03 -7.930964e+02  3.549350e+03 
 166977 -1.904311e+07 -1.907958e+07 -1.548726e+07  4.697181e+03 -9.206649e+02  3.348445e+03 
 166978 -1.904326e+07 -1.907870e+07 -1.548711e+07  4.847141e+03 -9.410795e+02  3.407772e+03 
 166979 -1.904367e+07 -1.907778e+07 -1.548699e+07  5.984619e+03 -9.189437e+02  3.770054e+03 
 166980 -1.904416e+07 -1.907692e+07 -1.548694e+07  5.745066e+03 -8.620628e+02  3.789883e+03 
 166981 -1.904461e+07 -1.907607e+07 -1.548695e+07  6.426316e+03 -6.817495e+02  3.949128e+03 
 166982 -1.904543e+07 -1.907507e+07 -1.548696e+07  6.646014e+03 -4.902058e+02  4.240048e+03 
 166983 -1.904600e+07 -1.907413e+07 -1.548700e+07  6.604131e+03 -2.361318e+02  4.099077e+03 
 166984 -1.904649e+07 -1.907348e+07 -1.548696e+07  6.859628e+03  8.252571e+00  3.894378e+03 
 166985 -1.904727e+07 -1.907285e+07 -1.548687e+07  6.663142e+03  2.516957e+02  3.641862e+03 
 166986 -1.904802e+07 -1.907241e+07 -1.548684e+07  6.878278e+03  4.748132e+02  3.624260e+03 
 166987 -1.904852e+07 -1.907199e+07 -1.548681e+07  6.703279e+03  6.698005e+02  3.464743e+03 
 166988 -1.904897e+07 -1.907156e+07 -1.548672e+07  6.413145e+03  9.293120e+02  3.287397e+03 
 167101 -1.907820e+07 -1.906587e+07 -1.546067e+07 -1.268622e+03  2.513330e+02 -7.152553e+03 
 167102 -1.907781e+07 -1.906627e+07 -1.546107e+07 -3.938003e+03  7.182550e+02 -7.275335e+03 
 167103 -1.907695e+07 -1.906703e+07 -1.546195e+07 -6.400466e+03  1.127167e+03 -7.209068e+03 
 167104 -1.907582e+07 -1.906815e+07 -1.546323e+07 -8.561574e+03  1.463647e+03 -6.968613e+03 
 167105 -1.907444e+07 -1.906932e+07 -1.546487e+07 -1.051356e+04  1.666073e+03 -6.566129e+03 
 167106 -1.907273e+07 -1.907089e+07 -1.546680e+07 -1.229106e+04  1.797680e+03 -5.874609e+03 
 167107 -1.907056e+07 -1.907268e+07 -1.546891e+07 -1.383890e+04  1.928280e+03 -5.125227e+03 
 167108 -1.906814e+07 -1.907447e+07 -1.547103e+07 -1.495349e+04  2.058060e+03 -4.550008e+03 
 167109 -1.906560e+07 -1.907650e+07 -1.547299e+07 -1.579209e+04  2.248982e+03 -4.029329e+03 
 167110 -1.906290e+07 -1.907853e+07 -1.547464e+07 -1.612548e+04  2.398843e+03 -3.505177e+03 
 167111 -1.906021e+07 -1.908052e+07 -1.547586e+07 -1.612952e+04  2.492851e+03 -3.204865e+03 
 167112 -1.905763e+07 -1.908219e+07 -1.547662e+07 -1.552415e+04  2.535279e+03 -3.111585e+03 
 167113 -1.905520e+07 -1.908380e+07 -1.547692e+07 -1.493421e+04  2.432312e+03 -3.255702e+03 
 167114 -1.905305e+07 -1.908513e+07 -1.547679e+07 -1.381471e+04  2.203701e+03 -3.479403e+03 
 167115 -1.905142e+07 -1.908595e+07 -1.547635e+07 -1.232715e+04  1.805848e+03 -3.704451e+03 
 167116 -1.905008e+07 -1.908635e+07 -1.547476e+07 -1.084230e+04  1.382889e+03 -3.835215e+03 
 167117 -1.904873e+07 -1.908464e+07 -1.547825e+07 -9.391021e+03 -2.441740e+03 -4.052539e+03 
 167118 -1.904971e+07 -1.909829e+07 -1.541017e+07 -7.970857e+03  1.783680e+04 -4.272950e+03 
 167119 -1.904729e+07 -1.908730e+07 -1.547145e+07 -6.754514e+03 -3.036216e+04 -4.339314e+03 
 167120 -1.904529e+07 -1.907475e+07 -1.553640e+07 -5.776230e+03  1.619660e+04 -4.281585e+03 
 167121 -1.904685e+07 -1.908793e+07 -1.547355e+07 -4.882736e+03 -3.551867e+03 -4.297318e+03 
 167122 -1.904668e+07 -1.908564e+07 -1.547589e+07 -4.032227e+03 -1.089422e+03 -4.267664e+03 
 167123 -1.904683e+07 -1.908491e+07 -1.547492e+07 -3.053398e+03 -1.059188e+03 -3.880256e+03 
 167124 -1.904692e+07 -1.908417e+07 -1.547475e+07 -2.667793e+03 -9.932962e+02 -3.644938e+03 
 167125 -1.904712e+07 -1.908368e+07 -1.547464e+07 -2.068274e+03 -8.893689e+02 -3.423487e+03 
 167126 -1.904710e+07 -1.908314e+07 -1.547463e+07 -1.695134e+03 -7.950815e+02 -3.337873e+03 
 167127 -1.904732e+07 -1.908276e+07 -1.547463e+07 -1.596602e+03 -6.901492e+02 -3.324511e+03 
 167128 -1.904789e+07 -1.908233e+07 -1.547465e+07 -1.397488e+03 -6.198823e+02 -3.091211e+03 
 167129 -1.904823e+07 -1.908154e+07 -1.547470e+07 -8.693458e+02 -4.188526e+02 -3.111793e+03 
 167130 -1.904832e+07 -1.908155e+07 -1.547472e+07 -9.754940e+02  1.931096e+01 -3.175842e+03 
 167131 -1.904839e+07 -1.908157e+07 -1.547475e+07 -9.461924e+02  2.805350e+02 -3.186557e+03 
 167132 -1.904869e+07 -1.908130e+07 -1.547482e+07 -8.266995e+02  3.352910e+02 -3.255744e+03 
 167133 -1.904921e+07 -1.908111e+07 -1.547492e+07 -6.947989e+02  3.906437e+02 -3.345571e+03 
 167134 -1.904943e+07 -1.908104e+07 -1.547500e+07 -6.362612e+02  5.480367e+02 -3.449620e+03 
 167135 -1.904927e+07 -1.908086e+07 -1.547514e+07 -6.104803e+02  5.580013e+02 -3.451704e+03 
 167136 -1.904920e+07 -1.908095e+07 -1.547532e+07 -1.071537e+03  4.728873e+02 -3.550058e+03 
 167137 -1.904905e+07 -1.908089e+07 -1.547553e+07 -1.328292e+03  3.378424e+02 -3.481516e+03 
 167138 -1.904867e+07 -1.908106e+07 -1.547576e+07 -1.202418e+03  1.272387e+02 -3.335199e+03 
 167139 -1.904803e+07 -1.908132e+07 -1.547599e+07 -1.714262e+03  1.229884e+01 -3.376203e+03 
 167140 -1.904702e+07 -1.908163e+07 -1.547620e+07 -1.281688e+03 -5.478950e+01 -3.168708e+03 
 167141 -1.904603e+07 -1.908166e+07 -1.547634e+07 -1.129665e+03 -1.090319e+02 -2.876132e+03 
 167142 -1.904519e+07 -1.908195e+07 -1.547637e+07 -7.168182e+02 -2.764466e+02 -2.842085e+03 
 167143 -1.904444e+07 -1.908220e+07 -1.547633e+07 -8.052383e+02 -5.043394e+02 -2.829484e+03 
 167144 -1.904344e+07 -1.908209e+07 -1.547627e+07  3.715816e+02 -6.077874e+02 -2.930220e+03 
 167145 -1.904289e+07 -1.908203e+07 -1.547613e+07  9.399818e+02 -6.619521e+02 -3.219373e+03 
 167146 -1.904272e+07 -1.908179e+07 -1.547599e+07  1.797700e+03 -7.844217e+02 -3.078739e+03 
 167147 -1.904223e+07 -1.908125e+07 -1.547590e+07  2.443504e+03 -8.152275e+02 -2.522843e+03 
 167148 -1.904190e+07 -1.908062e+07 -1.547579e+07  3.114967e+03 -8.823026e+02 -2.498588e+03 
 167149 -1.904217e+07 -1.907986e+07 -1.547570e+07  4.032490e+03 -9.351556e+02 -2.730845e+03 
 167150 -1.904278e+07 -1.907889e+07 -1.547566e+07  4.457994e+03 -9.010362e+02 -2.606374e+03 
 167151 -1.904341e+07 -1.907808e+07 -1.547558e+07  5.173251e+03 -8.337545e+02 -2.379537e+03 
 167152 -1.904374e+07 -1.907754e+07 -1.547557e+07  5.397301e+03 -7.656935e+02 -2.454523e+03 
 167153 -1.904406e+07 -1.907662e+07 -1.547568e+07  5.644157e+03 -6.537804e+02 -2.130828e+03 
 167154 -1.904487e+07 -1.907566e+07 -1.547573e+07  6.058574e+03 -3.951418e+02 -1.820029e+03 
 167155 -1.904540e+07 -1.907487e+07 -1.547578e+07  6.280506e+03 -1.525315e+02 -2.131811e+03 
 167156 -1.904605e+07 -1.907417e+07 -1.547578e+07  6.275143e+03 -1.731355e+01 -2.280058e+03 
 167157 -1.904671e+07 -1.907365e+07 -1.547574e+07  6.151622e+03  1.761628e+02 -2.446496e+03 
 167158 -1.904721e+07 -1.907301e+07 -1.547566e+07  6.521611e+03  3.810120e+02 -2.445439e+03 
 167159 -1.904776e+07 -1.907256e+07 -1.547554e+07  6.468481e+03  5.458933e+02 -2.525451e+03 
 167160 -1.904828e+07 -1.907221e+07 -1.547544e+07  6.158110e+03  7.601773e+02 -2.753384e+03 
 167273 -1.907508e+07 -1.906715e+07 -1.546005e+07 -1.179830e+03  2.634642e+02 -7.133720e+03 
 167274 -1.907471e+07 -1.906754e+07 -1.546027e+07 -3.551985e+03  7.616675e+02 -7.339741e+03 
 167275 -1.907388e+07 -1.906818e+07 -1.546080e+07 -5.794910e+03  1.217929e+03 -7.453734e+03 
 167276 -1.907283e+07 -1.906918e+07 -1.546156e+07 -7.906116e+03  1.589401e+03 -7.459254e+03 
 167277 -1.907151e+07 -1.907030e+07 -1.546251e+07 -9.613483e+03  1.849979e+03 -7.320847e+03 
 167278 -1.906990e+07 -1.907165e+07 -1.546362e+07 -1.134091e+04  2.054037e+03 -7.145082e+03 
 167279 -1.906821e+07 -1.907322e+07 -1.546481e+07 -1.265518e+04  2.217767e+03 -6.893757e+03 
 167280 -1.906609e+07 -1.907486e+07 -1.546601e+07 -1.362038e+04  2.307711e+03 -6.743839e+03 
 167281 -1.906363e+07 -1.907674e+07 -1.546710e+07 -1.442070e+04  2.419056e+03 -6.730541e+03 
 167282 -1.906128e+07 -1.907850e+07 -1.546798e+07 -1.486159e+04  2.478010e+03 -6.623709e+03 
 167283 -1.905893e+07 -1.908027e+07 -1.546861e+07 -1.480623e+04  2.431784e+03 -6.591248e+03 
 167284 -1.905658e+07 -1.908180e+07 -1.546894e+07 -1.432757e+04  2.346034e+03 -6.689128e+03 
 167285 -1.905440e+07 -1.908330e+07 -1.546898e+07 -1.392931e+04  2.145686e+03 -6.798896e+03 
 167286 -1.905246e+07 -1.908453e+07 -1.546877e+07 -1.305257e+04  1.809441e+03 -6.980667e+03 
 167287 -1.905079e+07 -1.908527e+07 -1.546837e+07 -1.175436e+04  1.385159e+03 -7.247186e+03 
 167288 -1.904941e+07 -1.908571e+07 -1.546689e+07 -1.033941e+04  1.014214e+03 -7.327206e+03 
 167289 -1.904832e+07 -1.908420e+07 -1.547050e+07 -9.169949e+03 -2.677239e+03 -7.487542e+03 
 167290 -1.904940e+07 -1.909771e+07 -1.540262e+07 -7.829799e+03  1.773019e+04 -7.629894e+03 
 167291 -1.904687e+07 -1.908701e+07 -1.546403e+07 -6.821028e+03 -3.043809e+04 -7.661136e+03 
 167292 -1.904467e+07 -1.907464e+07 -1.552911e+07 -5.960787e+03  1.618347e+04 -7.619431e+03 
 167293 -1.904615e+07 -1.908793e+07 -1.546639e+07 -4.821561e+03 -3.385891e+03 -7.657028e+03 
 167294 -1.904592e+07 -1.908571e+07 -1.546880e+07 -4.343010e+03 -8.275282e+02 -7.578532e+03 
 167295 -1.904608e+07 -1.908516e+07 -1.546789e+07 -3.432155e+03 -8.049177e+02 -7.181748e+03 
 167296 -1.904623e+07 -1.908424e+07 -1.546778e+07 -2.983019e+03 -7.638278e+02 -6.936418e+03 
 167297 -1.904612e+07 -1.908390e+07 -1.546770e+07 -2.264121e+03 -7.486351e+02 -6.727574e+03 
 167298 -1.904641e+07 -1.908350e+07 -1.546767e+07 -1.879779e+03 -6.602937e+02 -6.628177e+03 
 167299 -1.904654e+07 -1.908295e+07 -1.546771e+07 -1.642970e+03 -5.783872e+02 -6.505914e+03 
 167300 -1.904646e+07 -1.908264e+07 -1.546778e+07 -1.599493e+03 -6.187106e+02 -6.318481e+03 
 167301 -1.904684e+07 -1.908204e+07 -1.546781e+07 -9.766839e+02 -4.664481e+02 -6.521314e+03 
 167302 -1.904721e+07 -1.908182e+07 -1.546781e+07 -1.067781e+03 -1.027478e+02 -6.684237e+03 
 167303 -1.904736e+07 -1.908177e+07 -1.546781e+07 -9.367671e+02  1.101564e+02 -6.637546e+03 
 167304 -1.904730e+07 -1.908157e+07 -1.546786e+07 -8.289641e+02  1.681423e+02 -6.740446e+03 
 167305 -1.904736e+07 -1.908137e+07 -1.546793e+07 -6.909532e+02  2.659175e+02 -6.853627e+03 
 167306 -1.904757e+07 -1.908127e+07 -1.546797e+07 -4.703745e+02  4.029792e+02 -6.848094e+03 
 167307 -1.904777e+07 -1.908115e+07 -1.546801e+07 -5.186903e+02  4.479227e+02 -6.993368e+03 
 167308 -1.904770e+07 -1.908104e+07 -1.546810e+07 -9.742731e+02  3.731468e+02 -7.213814e+03 
 167309 -1.904740e+07 -1.908120e+07 -1.546818e+07 -1.228005e+03  2.812652e+02 -7.253211e+03 
 167310 -1.904736e+07 -1.908114e+07 -1.546825e+07 -1.055328e+03  1.791747e+02 -7.143415e+03 
 167311 -1.904669e+07 -1.908135e+07 -1.546835e+07 -1.096616e+03  1.766423e+01 -7.236221e+03 
 167312 -1.904596e+07 -1.908157e+07 -1.546845e+07 -1.002966e+03 -1.193379e+02 -7.162415e+03 
 167313 -1.904554e+07 -1.908160e+07 -1.546853e+07 -7.171347e+02 -1.237113e+02 -6.805113e+03 
 167314 -1.904447e+07 -1.908171e+07 -1.546858e+07 -3.010268e+02 -2.506386e+02 -6.780525e+03 
 167315 -1.904343e+07 -1.908188e+07 -1.546857e+07 -5.671083e+02 -4.668928e+02 -6.899057e+03 
 167316 -1.904304e+07 -1.908185e+07 -1.546855e+07  5.331444e+02 -5.302600e+02 -6.972189e+03 
 167317 -1.904257e+07 -1.908183e+07 -1.546854e+07  7.697291e+02 -6.923525e+02 -7.020754e+03 
 167318 -1.904198e+07 -1.908145e+07 -1.546854e+07  1.707719e+03 -9.418368e+02 -6.759277e+03 
 167319 -1.904198e+07 -1.908090e+07 -1.546847e+07  2.281804e+03 -9.479028e+02 -6.307292e+03 
 167320 -1.904198e+07 -1.908051e+07 -1.546839e+07  2.960404e+03 -8.105524e+02 -6.227658e+03 
 167321 -1.904195e+07 -1.907979e+07 -1.546841e+07  3.495987e+03 -8.515967e+02 -6.303705e+03 
 167322 -1.904216e+07 -1.907908e+07 -1.546844e+07  4.013811e+03 -9.295015e+02 -6.147635e+03 
 167323 -1.904229e+07 -1.907835e+07 -1.546847e+07  4.557982e+03 -7.972450e+02 -6.093261e+03 
 167324 -1.904259e+07 -1.907780e+07 -1.546854e+07  5.045734e+03 -6.962639e+02 -5.904013e+03 
 167325 -1.904312e+07 -1.907689e+07 -1.546860e+07  5.198759e+03 -5.791787e+02 -5.696219e+03 
 167326 -1.904353e+07 -1.907608e+07 -1.546863e+07  5.611449e+03 -3.221703e+02 -5.760901e+03 
 167327 -1.904383e+07 -1.907552e+07 -1.546869e+07  5.950185e+03 -1.671231e+02 -5.731240e+03 
 167328 -1.904433e+07 -1.907479e+07 -1.546874e+07  5.630991e+03 -4.186938e+01 -5.575836e+03 
 167329 -1.904490e+07 -1.907410e+07 -1.546873e+07  5.877120e+03  1.533406e+02 -5.818204e+03 
 167330 -1.904561e+07 -1.907340e+07 -1.546860e+07  6.078142e+03  2.857200e+02 -6.086327e+03 
 167331 -1.904651e+07 -1.907300e+07 -1.546841e+07  6.120572e+03  4.388403e+02 -6.095952e+03 
 167332 -1.904691e+07 -1.907263e+07 -1.546829e+07  6.020608e+03  6.036487e+02 -6.331914e+03 
 167445 -1.907231e+07 -1.906830e+07 -1.545998e+07 -1.069483e+03  2.479151e+02 -6.839990e+03 
 167446 -1.907191e+07 -1.906869e+07 -1.546010e+07 -3.212947e+03  7.176787e+02 -7.034871e+03 
 167447 -1.907124e+07 -1.906925e+07 -1.546039e+07 -5.236001e+03  1.155012e+03 -7.196506e+03 
 167448 -1.907017e+07 -1.907010e+07 -1.546082e+07 -7.200356e+03  1.497707e+03 -7.342186e+03 
 167449 -1.906892e+07 -1.907120e+07 -1.546133e+07 -8.775844e+03  1.769787e+03 -7.387345e+03 
 167450 -1.906754e+07 -1.907235e+07 -1.546192e+07 -1.035325e+04  1.989422e+03 -7.476478e+03 
 167451 -1.906583e+07 -1.907368e+07 -1.546255e+07 -1.160978e+04  2.139249e+03 -7.568218e+03 
 167452 -1.906389e+07 -1.907524e+07 -1.546316e+07 -1.236468e+04  2.220518e+03 -7.678009e+03 
 167453 -1.906180e+07 -1.907689e+07 -1.546370e+07 -1.311150e+04  2.280125e+03 -7.866244e+03 
 167454 -1.905960e+07 -1.907848e+07 -1.546413e+07 -1.357773e+04  2.283260e+03 -7.926611e+03 
 167455 -1.905749e+07 -1.908001e+07 -1.546439e+07 -1.364074e+04  2.183523e+03 -7.970542e+03 
 167456 -1.905555e+07 -1.908142e+07 -1.546444e+07 -1.327385e+04  2.038378e+03 -8.163836e+03 
 167457 -1.905352e+07 -1.908282e+07 -1.546432e+07 -1.287692e+04  1.846886e+03 -8.350362e+03 
 167458 -1.905158e+07 -1.908383e+07 -1.546405e+07 -1.214104e+04  1.573980e+03 -8.575782e+03 
 167459 -1.905013e+07 -1.908458e+07 -1.546366e+07 -1.117074e+04  1.109181e+03 -8.864624e+03 
 167460 -1.904911e+07 -1.908514e+07 -1.546225e+07 -9.961357e+03  7.029699e+02 -9.000403e+03 
 167461 -1.904779e+07 -1.908358e+07 -1.546595e+07 -8.818393e+03 -2.840608e+03 -9.081295e+03 
 167462 -1.904881e+07 -1.909722e+07 -1.539816e+07 -7.714403e+03  1.764563e+04 -9.226857e+03 
 167463 -1.904647e+07 -1.908648e+07 -1.545963e+07 -6.828799e+03 -3.048503e+04 -9.327362e+03 
 167464 -1.904388e+07 -1.907438e+07 -1.552481e+07 -6.015663e+03  1.618895e+04 -9.218665e+03 
 167465 -1.904521e+07 -1.908782e+07 -1.546220e+07 -4.968198e+03 -3.302130e+03 -9.186315e+03 
 167466 -1.904507e+07 -1.908563e+07 -1.546467e+07 -4.477429e+03 -7.122413e+02 -9.045067e+03 
 167467 -1.904495e+07 -1.908518e+07 -1.546381e+07 -3.484399e+03 -6.500775e+02 -8.775451e+03 
 167468 -1.904501e+07 -1.908425e+07 -1.546372e+07 -3.047798e+03 -5.841135e+02 -8.606284e+03 
 167469 -1.904526e+07 -1.908390e+07 -1.546364e+07 -2.317619e+03 -6.185615e+02 -8.392932e+03 
 167470 -1.904530e+07 -1.908356e+07 -1.546364e+07 -2.048059e+03 -5.731272e+02 -8.221437e+03 
 167471 -1.904557e+07 -1.908310e+07 -1.546367e+07 -1.669029e+03 -5.031806e+02 -8.050714e+03 
 167472 -1.904577e+07 -1.908275e+07 -1.546370e+07 -1.582293e+03 -4.521047e+02 -7.907641e+03 
 167473 -1.904564e+07 -1.908242e+07 -1.546373e+07 -1.036926e+03 -3.080631e+02 -8.057172e+03 
 167474 -1.904579e+07 -1.908204e+07 -1.546374e+07 -1.167325e+03 -1.657466e+02 -8.367031e+03 
 167475 -1.904589e+07 -1.908189e+07 -1.546374e+07 -9.042406e+02 -2.854750e+01 -8.404878e+03 
 167476 -1.904615e+07 -1.908170e+07 -1.546374e+07 -9.977580e+02  5.246077e+01 -8.406567e+03 
 167477 -1.904618e+07 -1.908143e+07 -1.546379e+07 -7.136355e+02  1.186384e+02 -8.520282e+03 
 167478 -1.904594e+07 -1.908151e+07 -1.546382e+07 -6.384071e+02  2.661321e+02 -8.560249e+03 
 167479 -1.904608e+07 -1.908132e+07 -1.546383e+07 -7.062875e+02  2.680471e+02 -8.699366e+03 
 167480 -1.904610e+07 -1.908116e+07 -1.546387e+07 -8.757038e+02  2.506693e+02 -8.881241e+03 
 167481 -1.904575e+07 -1.908115e+07 -1.546389e+07 -9.589219e+02  2.430962e+02 -9.012930e+03 
 167482 -1.904536e+07 -1.908133e+07 -1.546391e+07 -1.037647e+03  1.356395e+02 -8.971037e+03 
 167483 -1.904519e+07 -1.908137e+07 -1.546395e+07 -8.051989e+02  3.105031e+01 -9.068484e+03 
 167484 -1.904470e+07 -1.908136e+07 -1.546403e+07 -8.679298e+02 -1.008237e+02 -9.117485e+03 
 167485 -1.904399e+07 -1.908147e+07 -1.546407e+07 -4.555595e+02 -2.088961e+02 -8.947135e+03 
 167486 -1.904387e+07 -1.908144e+07 -1.546403e+07 -6.889036e+01 -2.820316e+02 -8.804761e+03 
 167487 -1.904336e+07 -1.908156e+07 -1.546402e+07 -2.066962e+02 -3.534551e+02 -8.749393e+03 
 167488 -1.904226e+07 -1.908164e+07 -1.546408e+07  5.176989e+02 -4.503701e+02 -8.958976e+03 
 167489 -1.904178e+07 -1.908146e+07 -1.546410e+07  8.933145e+02 -6.943088e+02 -8.861910e+03 
 167490 -1.904195e+07 -1.908096e+07 -1.546406e+07  1.561338e+03 -8.554242e+02 -8.457992e+03 
 167491 -1.904158e+07 -1.908056e+07 -1.546404e+07  2.255126e+03 -8.352295e+02 -8.125768e+03 
 167492 -1.904105e+07 -1.908043e+07 -1.546407e+07  2.695981e+03 -7.411955e+02 -8.070233e+03 
 167493 -1.904139e+07 -1.907962e+07 -1.546414e+07  2.973954e+03 -7.753437e+02 -8.110295e+03 
 167494 -1.904159e+07 -1.907915e+07 -1.546417e+07  3.651139e+03 -8.829939e+02 -7.966793e+03 
 167495 -1.904163e+07 -1.907849e+07 -1.546424e+07  4.292652e+03 -7.483945e+02 -7.808291e+03 
 167496 -1.904181e+07 -1.907770e+07 -1.546435e+07  4.635207e+03 -6.148705e+02 -7.596695e+03 
 167497 -1.904212e+07 -1.907704e+07 -1.546437e+07  4.752129e+03 -5.549627e+02 -7.547593e+03 
 167498 -1.904257e+07 -1.907653e+07 -1.546439e+07  5.168276e+03 -4.117529e+02 -7.539865e+03 
 167499 -1.904322e+07 -1.907594e+07 -1.546445e+07  5.431282e+03 -2.420364e+02 -7.413522e+03 
 167500 -1.904379e+07 -1.907514e+07 -1.546448e+07  5.271258e+03 -5.131296e+01 -7.279203e+03 
 167501 -1.904437e+07 -1.907423e+07 -1.546447e+07  5.486503e+03  7.683970e+01 -7.482404e+03 
 167502 -1.904490e+07 -1.907378e+07 -1.546436e+07  5.679787e+03  1.491923e+02 -7.608150e+03 
 167503 -1.904509e+07 -1.907325e+07 -1.546424e+07  5.741919e+03  2.714439e+02 -7.761303e+03 
 167504 -1.904553e+07 -1.907295e+07 -1.546412e+07  5.743852e+03  4.250270e+02 -8.090823e+03 
 167617 -1.906971e+07 -1.906938e+07 -1.546030e+07 -9.478317e+02  2.180525e+02 -6.294722e+03 
 167618 -1.906936e+07 -1.906972e+07 -1.546035e+07 -2.907906e+03  6.278559e+02 -6.462888e+03 
 167619 -1.906871e+07 -1.907024e+07 -1.546049e+07 -4.760402e+03  1.002913e+03 -6.667891e+03 
 167620 -1.906780e+07 -1.907094e+07 -1.546070e+07 -6.490177e+03  1.318097e+03 -6.888726e+03 
 167621 -1.906667e+07 -1.907195e+07 -1.546094e+07 -8.033191e+03  1.592078e+03 -7.061548e+03 
 167622 -1.906531e+07 -1.907298e+07 -1.546122e+07 -9.372365e+03  1.788626e+03 -7.210163e+03 
 167623 -1.906373e+07 -1.907421e+07 -1.546151e+07 -1.055210e+04  1.915878e+03 -7.451629e+03 
 167624 -1.906215e+07 -1.907554e+07 -1.546177e+07 -1.131499e+04  2.003547e+03 -7.724374e+03 
 167625 -1.906030e+07 -1.907692e+07 -1.546198e+07 -1.187926e+04  2.000804e+03 -7.976026e+03 
 167626 -1.905828e+07 -1.907843e+07 -1.546211e+07 -1.237824e+04  1.970541e+03 -8.130347e+03 
 167627 -1.905632e+07 -1.907981e+07 -1.546214e+07 -1.247529e+04  1.866120e+03 -8.221411e+03 
 167628 -1.905439e+07 -1.908115e+07 -1.546205e+07 -1.228291e+04  1.697021e+03 -8.493828e+03 
 167629 -1.905277e+07 -1.908214e+07 -1.546185e+07 -1.194948e+04  1.565628e+03 -8.786588e+03 
 167630 -1.905126e+07 -1.908321e+07 -1.546151e+07 -1.130847e+04  1.383646e+03 -8.978849e+03 
 167631 -1.904956e+07 -1.908394e+07 -1.546113e+07 -1.048613e+04  9.402276e+02 -9.204699e+03 
 167632 -1.904827e+07 -1.908458e+07 -1.545976e+07 -9.579661e+03  5.251495e+02 -9.370415e+03 
 167633 -1.904742e+07 -1.908296e+07 -1.546352e+07 -8.355764e+03 -2.975432e+03 -9.413497e+03 
 167634 -1.904839e+07 -1.909667e+07 -1.539580e+07 -7.517782e+03  1.761918e+04 -9.604715e+03 
 167635 -1.904583e+07 -1.908599e+07 -1.545734e+07 -6.740538e+03 -3.046057e+04 -9.709767e+03 
 167636 -1.904353e+07 -1.907395e+07 -1.552253e+07 -5.915795e+03  1.620048e+04 -9.516469e+03 
 167637 -1.904485e+07 -1.908754e+07 -1.545998e+07 -4.951661e+03 -3.260248e+03 -9.393876e+03 
 167638 -1.904446e+07 -1.908533e+07 -1.546252e+07 -4.466247e+03 -5.960984e+02 -9.301268e+03 
 167639 -1.904445e+07 -1.908489e+07 -1.546168e+07 -3.557726e+03 -5.097545e+02 -9.123439e+03 
 167640 -1.904447e+07 -1.908429e+07 -1.546156e+07 -3.089267e+03 -4.271054e+02 -8.952211e+03 
 167641 -1.904434e+07 -1.908384e+07 -1.546151e+07 -2.445727e+03 -4.855713e+02 -8.775857e+03 
 167642 -1.904429e+07 -1.908353e+07 -1.546151e+07 -2.087766e+03 -5.163331e+02 -8.594702e+03 
 167643 -1.904426e+07 -1.908314e+07 -1.546154e+07 -1.958380e+03 -4.067767e+02 -8.601710e+03 
 167644 -1.904447e+07 -1.908284e+07 -1.546155e+07 -1.707786e+03 -2.906958e+02 -8.539653e+03 
 167645 -1.904480e+07 -1.908258e+07 -1.546153e+07 -1.180333e+03 -1.884074e+02 -8.578466e+03 
 167646 -1.904484e+07 -1.908223e+07 -1.546155e+07 -1.236797e+03 -9.061626e+01 -8.891842e+03 
 167647 -1.904501e+07 -1.908195e+07 -1.546158e+07 -1.034219e+03 -4.258850e+01 -8.972092e+03 
 167648 -1.904508e+07 -1.908171e+07 -1.546159e+07 -1.018307e+03 -3.935241e+01 -8.838219e+03 
 167649 -1.904509e+07 -1.908156e+07 -1.546159e+07 -6.206441e+02  1.235185e+01 -8.744019e+03 
